"clarity","city","color","cut","x","y","z","depth","table","price","carat"
SI2,London,I,Premium,6.53,6.47,4.03,62.0,57.0,3774,1.04
SI1,New York City,D,Ideal,5.4,5.37,3.33,61.8,56.0,1912,0.59
SI1,Las Vegas,E,Very Good,5.74,5.79,3.66,63.5,56.0,2803,0.74
VVS2,Tel Aviv,G,Very Good,4.84,4.88,2.99,61.7,56.0,976,0.43
VS2,Zurich,H,Very Good,7.37,7.41,4.5,60.9,63.0,11452,1.53
VVS1,Amsterdam,G,Ideal,7.15,7.12,4.41,61.8,56.0,13250,1.38
SI1,Tel Aviv,G,Ideal,4.72,4.76,2.94,62.0,55.0,692,0.4
SI1,Madrid,G,Ideal,5.52,5.56,3.42,61.7,54.0,1628,0.63
VS1,Amsterdam,G,Ideal,6.43,6.39,4.0,62.4,58.0,6951,1.01
VS2,Paris,E,Ideal,6.71,6.74,4.13,61.4,58.0,8430,1.13
VS2,Tel Aviv,D,Ideal,4.41,4.37,2.75,62.6,57.0,972,0.32
SI1,Surat,E,Very Good,5.7,5.6,3.58,63.4,56.0,2318,0.7
VS1,London,F,Premium,4.77,4.74,2.98,62.7,58.0,1076,0.41
SI1,Antwerp,H,Premium,6.72,6.68,4.18,62.4,59.0,5592,1.2
VS2,Amsterdam,I,Very Good,4.44,4.48,2.77,62.1,57.0,477,0.34
SI2,Zurich,F,Ideal,6.46,6.43,3.95,61.3,56.0,4452,1.0
SI1,Kimberly,E,Premium,6.44,6.47,4.05,62.6,58.0,5183,1.02
VS1,Amsterdam,E,Good,3.83,3.85,2.46,64.1,59.0,402,0.23
VS2,Kimberly,H,Premium,4.44,4.47,2.7,60.6,58.0,505,0.32
SI1,Tel Aviv,E,Ideal,5.2,5.24,3.23,61.9,55.0,1585,0.53
SI2,New York City,F,Fair,6.37,6.26,4.1,64.8,55.0,3477,1.01
VS2,Antwerp,D,Good,5.04,5.1,3.22,63.5,56.0,1668,0.51
VS2,Antwerp,F,Ideal,6.48,6.45,4.06,62.8,57.0,6933,1.05
VS2,New York City,D,Ideal,5.3,5.26,3.27,61.9,57.0,2066,0.56
VS2,Paris,F,Premium,6.46,6.42,3.86,59.9,59.0,5864,1.0
VS1,Kimberly,H,Premium,4.28,4.31,2.62,61.0,58.0,526,0.3
VS1,Kimberly,F,Ideal,6.63,6.58,4.06,61.5,59.0,8796,1.1
SI2,Antwerp,D,Very Good,5.76,5.81,3.46,59.8,60.0,2294,0.72
VVS1,Tel Aviv,D,Ideal,4.95,4.99,3.01,60.6,56.0,2290,0.44
SI2,Luxembourg,G,Very Good,6.33,6.25,3.79,60.3,63.0,3478,0.9
VS1,Amsterdam,E,Ideal,4.52,4.5,2.81,62.3,56.0,1063,0.35
VS2,London,E,Good,6.24,6.2,3.99,64.0,58.0,5376,1.0
SI1,Las Vegas,G,Premium,6.26,6.19,3.83,61.5,60.0,3751,0.92
VS2,Luxembourg,E,Premium,5.2,5.15,3.11,60.1,61.0,1420,0.5
IF,Kimberly,H,Ideal,4.28,4.3,2.64,61.5,58.0,764,0.3
VS2,Antwerp,G,Premium,4.46,4.4,2.74,61.9,59.0,743,0.33
VS2,Madrid,G,Ideal,4.8,4.83,2.97,61.7,57.0,847,0.42
VS1,Las Vegas,F,Good,5.11,5.14,3.29,64.2,56.0,1688,0.53
VVS2,Surat,D,Good,5.07,5.1,3.21,63.1,58.0,2174,0.51
SI2,Las Vegas,F,Ideal,6.56,6.64,4.02,60.9,56.0,4591,1.05
SI1,London,H,Premium,7.62,7.55,4.72,62.2,59.0,9551,1.72
I1,Dubai,G,Fair,5.86,5.83,3.77,64.5,57.0,1715,0.8
SI1,Kimberly,D,Premium,6.54,6.44,3.87,59.6,57.0,5880,1.0
VS2,London,G,Ideal,6.0,6.06,3.71,61.5,55.0,3397,0.81
SI1,Kimberly,H,Premium,5.38,5.32,3.33,62.2,59.0,1106,0.59
VS2,Zurich,G,Good,7.43,7.36,4.72,63.8,58.0,9467,1.61
VS2,Madrid,H,Very Good,4.58,4.62,2.76,60.0,62.0,568,0.36
VS2,Surat,H,Ideal,7.61,7.54,4.76,62.8,55.0,10333,1.7
SI1,Dubai,E,Good,6.3,6.34,4.01,63.4,60.0,5132,1.01
SI2,New York City,F,Good,5.82,5.75,3.72,64.3,60.0,1943,0.79
SI1,Antwerp,F,Ideal,6.21,6.25,3.78,60.7,57.0,4401,0.9
VS2,Dubai,H,Very Good,7.33,7.32,4.64,63.3,57.0,10618,1.52
SI2,London,I,Premium,7.24,7.15,4.2,58.4,60.0,5921,1.32
VS2,Antwerp,D,Ideal,5.69,5.75,3.59,62.8,57.0,2998,0.7
VS2,Luxembourg,G,Good,5.57,5.61,3.5,62.6,61.0,2699,0.7
VVS2,Surat,H,Very Good,7.59,7.56,4.79,63.2,56.0,11133,1.7
VVS1,Antwerp,G,Ideal,4.31,4.35,2.67,61.7,55.0,747,0.3
VS1,Zurich,F,Very Good,5.9,5.98,3.72,62.6,57.0,3720,0.8
SI1,Surat,E,Good,4.98,5.03,3.18,63.5,61.0,1279,0.5
SI1,Surat,G,Ideal,4.71,4.69,2.93,62.6,55.0,1020,0.4
SI1,Paris,D,Ideal,4.74,4.7,2.93,62.1,56.0,990,0.4
SI2,Surat,G,Very Good,5.72,5.77,3.48,60.6,58.0,2057,0.7
VS1,Antwerp,G,Ideal,5.16,5.06,3.17,62.0,56.0,1781,0.51
SI1,New York City,H,Ideal,6.64,6.59,4.14,62.6,57.0,5688,1.11
VS1,Kimberly,G,Very Good,7.03,7.07,4.41,62.6,58.0,11262,1.4
VS1,Las Vegas,H,Very Good,5.74,5.76,3.42,59.5,60.0,2421,0.7
VS1,Antwerp,E,Ideal,4.75,4.79,2.96,62.1,55.0,898,0.4
VS2,Amsterdam,I,Ideal,6.5,6.51,3.98,61.2,56.0,5378,1.03
VS2,Kimberly,G,Fair,7.59,7.49,4.38,58.1,67.0,10553,1.51
SI2,Dubai,H,Ideal,6.5,6.54,3.98,61.0,58.0,4360,1.02
SI2,Tel Aviv,H,Good,6.93,6.87,4.25,61.5,64.0,4782,1.22
SI2,Kimberly,F,Premium,8.23,8.21,5.07,61.7,59.0,18002,2.09
VS2,Dubai,F,Premium,5.8,5.77,3.58,61.9,56.0,2805,0.74
VS1,Zurich,H,Premium,4.25,4.28,2.65,62.1,59.0,491,0.3
SI1,Paris,I,Ideal,8.21,8.13,5.04,61.7,55.0,13182,2.1
SI1,Paris,G,Ideal,4.03,4.09,2.53,62.3,57.0,407,0.25
VVS2,New York City,F,Ideal,4.33,4.36,2.68,61.7,55.0,700,0.31
SI2,Antwerp,I,Ideal,8.36,8.39,5.28,63.0,54.0,15710,2.27
SI1,Zurich,H,Premium,7.29,7.33,4.48,61.3,60.0,9833,1.51
VS2,Surat,I,Ideal,4.74,4.77,2.95,62.0,57.0,742,0.41
SI1,Surat,I,Good,7.21,7.18,4.59,63.8,57.0,6046,1.51
VS1,Paris,G,Premium,4.28,4.26,2.68,62.8,58.0,776,0.3
VVS2,Kimberly,H,Very Good,6.39,6.35,4.03,63.3,57.0,6097,1.01
VVS2,Kimberly,F,Premium,4.83,4.86,2.92,60.3,59.0,1142,0.42
SI1,Kimberly,E,Premium,5.18,5.15,3.11,60.2,58.0,1415,0.5
VS2,London,G,Good,5.07,5.1,3.25,63.9,56.0,1343,0.51
VS1,Madrid,G,Premium,4.4,4.35,2.73,62.4,58.0,828,0.32
VS2,Amsterdam,E,Very Good,6.24,6.28,3.7,59.1,62.0,4580,0.9
VS1,Kimberly,F,Very Good,4.13,4.21,2.49,59.7,57.0,436,0.25
VS2,Zurich,I,Premium,7.33,7.36,4.49,61.1,60.0,9471,1.5
VS1,Las Vegas,J,Premium,7.67,7.61,4.63,60.6,59.0,9836,1.64
SI2,Kimberly,E,Premium,6.41,6.34,3.89,61.0,62.0,4200,1.0
VS2,Dubai,E,Very Good,5.07,5.09,3.2,63.0,58.0,1386,0.5
VS2,Surat,H,Good,5.51,5.57,3.55,64.1,58.0,2137,0.7
VVS2,New York City,E,Ideal,4.75,4.81,2.91,60.9,56.0,1187,0.41
VVS2,Amsterdam,H,Ideal,4.43,4.46,2.74,61.6,55.0,628,0.32
VS2,New York City,E,Ideal,6.42,6.38,3.97,62.0,55.0,6043,1.0
SI1,Tel Aviv,F,Premium,6.53,6.61,3.96,60.3,58.0,4829,1.01
VS1,Zurich,F,Very Good,5.73,5.77,3.52,61.2,57.0,3045,0.71
VS2,Paris,H,Premium,7.72,7.65,4.66,60.6,58.0,10333,1.7
VS2,Luxembourg,F,Very Good,4.32,4.34,2.66,61.4,62.0,625,0.31
VS2,London,E,Ideal,4.38,4.37,2.74,62.6,53.0,900,0.32
VS1,Las Vegas,H,Ideal,6.5,6.52,4.07,62.5,53.0,6368,1.04
VVS1,New York City,F,Very Good,4.53,4.56,2.73,60.1,56.0,841,0.33
SI2,Las Vegas,I,Ideal,6.96,6.92,4.31,62.1,56.0,5249,1.27
VVS1,Luxembourg,E,Ideal,5.18,5.23,3.23,62.1,55.0,2604,0.53
VVS1,New York City,G,Very Good,4.44,4.48,2.76,61.8,55.0,795,0.33
VVS2,Surat,I,Ideal,5.25,5.29,3.25,61.7,54.0,1346,0.54
VS2,Paris,H,Ideal,4.38,4.41,2.68,61.0,57.0,507,0.31
VS1,Tel Aviv,I,Premium,4.42,4.47,2.71,61.0,60.0,505,0.32
VS1,Zurich,E,Ideal,4.37,4.34,2.69,61.8,56.0,942,0.31
VVS2,Dubai,E,Ideal,5.97,5.99,3.72,62.2,53.7,5373,0.81
SI1,Amsterdam,D,Very Good,5.04,5.08,3.18,62.8,53.0,1436,0.5
SI2,Luxembourg,H,Very Good,6.62,6.68,4.11,61.8,58.0,4624,1.12
VVS1,Antwerp,G,Good,5.64,5.68,3.55,62.7,61.0,3072,0.71
VS1,New York City,F,Ideal,4.32,4.35,2.69,62.1,56.0,680,0.31
SI1,Tel Aviv,G,Ideal,4.8,4.84,2.95,61.2,56.0,788,0.41
SI1,Antwerp,I,Premium,4.62,4.58,2.78,60.4,60.0,624,0.36
VVS2,New York City,G,Ideal,5.74,5.77,3.58,62.2,55.0,3183,0.73
VS1,Paris,G,Ideal,4.72,4.76,2.93,61.8,55.0,802,0.39
SI1,Kimberly,F,Very Good,5.64,5.7,3.54,62.4,58.0,2382,0.7
VS2,Dubai,J,Ideal,6.17,6.12,3.73,60.7,56.0,2376,0.84
SI2,Las Vegas,F,Ideal,5.78,5.81,3.48,60.1,57.0,2163,0.7
SI1,Madrid,H,Premium,6.36,6.33,4.0,63.0,60.0,4642,1.01
VVS2,Surat,F,Ideal,5.32,5.35,3.32,62.2,56.0,2509,0.58
SI1,New York City,H,Very Good,5.2,5.24,3.22,61.7,55.0,1189,0.53
SI2,Dubai,J,Ideal,5.77,5.81,3.57,61.7,55.0,1926,0.72
SI2,Zurich,G,Premium,6.22,6.18,3.79,61.1,58.0,3246,0.9
VVS2,Antwerp,D,Very Good,5.1,5.13,3.19,62.4,58.0,2220,0.51
SI1,New York City,E,Ideal,6.69,6.66,4.15,62.2,55.0,6682,1.13
SI2,Antwerp,H,Fair,6.17,6.1,4.26,69.5,55.0,2875,1.0
VS1,Dubai,J,Premium,7.34,7.31,4.6,62.8,59.0,8205,1.53
SI1,Paris,H,Premium,8.65,8.58,5.22,60.6,58.0,16687,2.39
VS2,Surat,G,Ideal,4.46,4.49,2.78,62.1,55.0,596,0.34
SI2,Paris,H,Premium,6.67,6.62,4.05,60.9,57.0,4558,1.1
VS2,Paris,G,Ideal,4.29,4.32,2.66,61.8,56.0,507,0.3
VS1,London,I,Ideal,5.24,5.26,3.23,61.5,56.0,1147,0.54
VS1,New York City,F,Ideal,5.42,5.47,3.26,59.9,59.0,1979,0.58
SI1,Las Vegas,F,Ideal,6.57,6.54,4.06,61.9,57.0,5834,1.06
VS1,Antwerp,H,Premium,4.29,4.23,2.66,62.4,60.0,630,0.3
SI1,Luxembourg,F,Ideal,5.16,5.12,3.16,61.5,55.0,1332,0.5
VS2,Surat,E,Ideal,5.01,4.98,3.08,61.7,56.0,1261,0.47
IF,Surat,G,Ideal,4.83,4.87,3.0,61.9,53.0,1289,0.42
SI2,Surat,H,Ideal,5.71,5.74,3.52,61.5,56.0,2122,0.71
SI2,Paris,D,Very Good,4.28,4.31,2.7,62.9,59.0,462,0.31
VS2,Antwerp,D,Premium,3.82,3.78,2.34,61.6,59.0,386,0.21
VS1,Kimberly,G,Premium,6.54,6.51,4.03,61.8,58.0,6146,1.05
SI2,Las Vegas,F,Very Good,6.81,6.87,4.04,59.1,59.0,5014,1.13
VVS2,Surat,F,Ideal,6.82,6.85,4.22,61.7,56.0,10436,1.19
SI2,Madrid,H,Ideal,6.53,6.43,4.02,62.0,57.0,3669,1.04
SI2,Luxembourg,G,Premium,6.29,6.25,3.9,62.2,57.0,3998,1.0
SI1,Paris,D,Ideal,5.13,5.1,3.15,61.6,55.0,1654,0.5
VS1,Paris,E,Ideal,5.17,5.24,3.2,61.5,53.0,1708,0.51
VS2,Amsterdam,E,Good,5.64,5.74,3.5,61.5,61.0,2473,0.7
SI1,Madrid,F,Very Good,5.72,5.76,3.64,63.4,58.0,2811,0.75
VS2,New York City,G,Ideal,4.48,4.51,2.77,61.6,56.0,573,0.34
VVS2,Surat,I,Ideal,5.78,5.81,3.5,60.4,57.0,3007,0.71
SI1,Antwerp,D,Good,6.25,6.31,4.01,63.9,62.0,5055,1.01
VS2,Tel Aviv,J,Ideal,6.55,6.52,4.11,62.9,57.0,3638,1.12
VS1,Amsterdam,D,Ideal,5.21,5.25,3.24,62.0,56.0,1941,0.54
VVS2,London,G,Ideal,4.68,4.64,2.91,62.4,56.0,1050,0.4
VVS2,New York City,G,Premium,5.4,5.45,3.24,59.7,59.0,1990,0.58
VS1,Surat,J,Ideal,6.18,6.14,3.85,62.5,55.0,3175,0.9
SI2,Tel Aviv,F,Very Good,6.5,6.53,3.93,60.3,59.0,4241,1.02
SI1,Surat,H,Good,7.33,7.38,4.64,63.1,58.0,9774,1.58
VS1,Zurich,F,Ideal,5.81,5.78,3.6,62.0,57.0,3593,0.74
SI2,Amsterdam,J,Fair,6.54,6.35,3.93,61.0,66.0,2992,1.06
VS1,Las Vegas,H,Ideal,5.28,5.3,3.22,60.9,55.0,1762,0.54
VS2,Antwerp,G,Premium,4.56,4.51,2.73,60.2,58.0,765,0.34
SI1,Luxembourg,J,Fair,7.31,7.18,4.59,63.4,60.0,6976,1.51
VVS2,Antwerp,D,Very Good,4.21,4.28,2.51,59.1,59.0,597,0.26
VS2,Surat,I,Fair,7.6,7.51,4.36,57.7,69.0,8996,1.53
VS2,Amsterdam,F,Premium,5.84,5.8,3.66,63.0,59.0,2953,0.79
SI2,Antwerp,F,Premium,6.94,6.9,4.25,61.4,58.0,5889,1.24
VS1,Amsterdam,G,Very Good,6.93,7.01,4.23,60.7,56.0,9116,1.25
SI2,Zurich,F,Premium,6.4,6.39,3.94,61.6,58.0,4497,1.01
SI1,Surat,F,Ideal,5.74,5.78,3.52,61.1,56.0,2671,0.7
SI2,Surat,D,Very Good,6.71,6.67,3.96,59.2,63.0,4322,1.09
VS2,Dubai,F,Ideal,5.72,5.68,3.57,62.6,57.0,2724,0.72
SI1,Kimberly,D,Ideal,5.23,5.19,3.24,62.2,56.0,1753,0.53
VVS1,Antwerp,J,Ideal,4.32,4.35,2.7,62.4,54.0,461,0.31
VVS1,London,E,Ideal,4.33,4.37,2.72,62.5,54.0,853,0.31
SI2,New York City,H,Good,6.24,6.29,3.86,61.6,59.0,3975,0.96
VS2,Antwerp,F,Ideal,4.37,4.34,2.63,60.4,56.0,776,0.3
VS2,London,F,Very Good,6.36,6.41,4.01,62.8,57.0,6911,1.02
VS1,Antwerp,G,Ideal,5.16,5.19,3.24,62.6,54.0,1721,0.53
SI1,Zurich,G,Premium,6.68,6.63,4.17,62.7,58.0,5424,1.14
SI2,Antwerp,E,Very Good,6.74,6.97,4.11,60.0,54.0,5593,1.14
SI1,Amsterdam,H,Ideal,7.53,7.46,4.6,61.4,56.0,10738,1.58
I1,Zurich,F,Ideal,6.53,6.51,3.98,61.0,56.0,3599,1.02
SI1,London,I,Premium,6.73,6.69,4.05,60.4,61.0,4312,1.1
VVS2,Paris,E,Very Good,5.13,5.16,3.18,61.8,56.0,2320,0.51
VS2,Kimberly,H,Ideal,6.72,6.74,4.17,62.0,54.0,6628,1.14
VS2,London,E,Ideal,6.89,6.84,4.21,61.3,56.0,10214,1.2
SI1,Surat,F,Premium,6.13,6.09,3.85,63.0,60.0,4158,0.9
VS2,Kimberly,E,Ideal,6.54,6.57,4.02,61.3,57.0,9092,1.06
SI2,Luxembourg,F,Premium,5.64,5.6,3.52,62.6,59.0,2072,0.71
SI1,London,D,Ideal,7.69,7.71,4.68,60.8,57.0,15011,1.69
SI1,Antwerp,D,Premium,6.06,6.02,3.59,59.4,55.0,3226,0.8
IF,New York City,H,Ideal,4.16,4.12,2.53,61.1,57.0,600,0.26
SI1,Surat,D,Ideal,5.9,5.93,3.63,61.4,56.0,2996,0.77
VS1,Dubai,E,Ideal,5.8,5.82,3.57,61.4,55.0,3471,0.73
VVS1,Surat,F,Ideal,4.64,4.68,2.9,62.2,57.0,1200,0.38
SI1,London,J,Ideal,4.63,4.67,2.89,62.2,53.0,451,0.37
SI1,New York City,H,Very Good,5.71,5.76,3.58,62.4,58.0,2426,0.74
VS1,Surat,G,Ideal,6.88,6.85,4.27,62.2,56.0,9292,1.22
I1,Paris,H,Premium,6.53,6.48,3.8,58.4,60.0,2206,1.01
VS2,Luxembourg,F,Premium,6.55,6.5,4.07,62.4,57.0,6274,1.07
SI1,Dubai,J,Premium,8.46,8.39,5.21,61.8,61.0,16004,2.25
SI1,Paris,H,Ideal,5.46,5.49,3.36,61.4,55.0,1766,0.6
IF,Tel Aviv,G,Premium,5.75,5.79,3.46,60.0,59.0,3447,0.7
SI2,Tel Aviv,G,Ideal,4.38,4.35,2.73,62.5,57.0,540,0.32
VVS2,Paris,G,Premium,4.51,4.47,2.77,61.7,56.0,995,0.34
VS1,Tel Aviv,D,Ideal,4.71,4.67,2.95,62.9,56.0,1200,0.4
VS2,Las Vegas,I,Premium,7.3,7.25,4.58,63.0,60.0,9116,1.51
VS1,Zurich,H,Ideal,5.65,5.72,3.57,62.8,57.0,2685,0.71
SI1,Kimberly,H,Very Good,4.65,4.7,2.94,62.9,56.0,666,0.4
VS2,New York City,E,Ideal,4.43,4.46,2.65,59.8,57.0,695,0.31
VVS2,Surat,G,Ideal,6.87,6.93,4.29,62.2,55.0,10983,1.25
VVS2,Paris,G,Premium,5.67,5.63,3.49,61.8,58.0,2874,0.7
VS2,Dubai,H,Premium,6.19,6.09,3.84,62.5,59.0,4018,0.91
VS2,Tel Aviv,F,Ideal,5.17,5.14,3.16,61.3,56.0,1562,0.51
VS2,Luxembourg,G,Ideal,6.34,6.3,3.89,61.6,56.0,4549,0.95
VS1,Antwerp,E,Ideal,5.01,5.04,3.09,61.5,55.0,1400,0.47
SI1,New York City,D,Premium,4.57,4.54,2.72,59.7,59.0,803,0.34
VS2,Las Vegas,D,Premium,5.3,5.34,3.25,61.1,58.0,1963,0.56
VS2,Luxembourg,H,Premium,4.39,4.37,2.73,62.3,57.0,648,0.32
VS2,Antwerp,E,Ideal,5.97,5.9,3.69,62.2,55.0,3861,0.79
SI1,Amsterdam,F,Very Good,5.08,5.1,3.18,62.5,59.0,1203,0.51
VS2,Zurich,F,Ideal,5.25,5.29,3.3,62.6,55.0,1723,0.56
VS2,Antwerp,F,Ideal,5.81,5.87,3.64,62.3,57.0,2933,0.75
SI1,Luxembourg,H,Good,6.18,6.11,3.72,60.5,64.0,3125,0.9
SI1,Madrid,E,Good,4.29,4.31,2.74,63.7,57.0,544,0.31
VS1,Madrid,H,Ideal,6.25,6.27,3.81,60.9,56.0,5013,0.9
VVS1,Kimberly,F,Very Good,4.33,4.36,2.69,61.8,59.0,830,0.31
VS1,Zurich,I,Premium,4.59,4.53,2.77,60.7,62.0,709,0.35
VS1,Dubai,E,Ideal,4.21,4.22,2.55,60.5,56.0,577,0.27
SI1,Antwerp,H,Very Good,7.78,7.81,4.64,59.5,59.0,12791,1.71
SI2,Antwerp,G,Premium,6.33,6.28,3.75,59.5,61.0,3326,0.9
VVS2,Zurich,H,Ideal,4.36,4.32,2.71,62.4,57.0,802,0.31
VS1,Madrid,J,Ideal,4.5,4.53,2.79,61.9,53.9,469,0.34
SI2,Surat,H,Premium,6.55,6.52,3.93,60.1,58.0,3620,1.01
VS2,Antwerp,D,Premium,5.27,5.31,3.22,60.9,58.0,1892,0.54
VVS2,Zurich,F,Very Good,5.18,5.21,3.16,60.8,56.0,2054,0.51
SI2,Antwerp,F,Premium,6.7,6.62,4.14,62.2,59.0,4437,1.15
VS2,Paris,E,Ideal,6.46,6.41,3.99,62.0,56.0,6871,1.0
SI1,Kimberly,H,Premium,7.05,7.08,4.23,59.9,59.0,6580,1.28
SI1,Paris,I,Very Good,6.31,6.36,4.03,63.6,58.0,4189,1.01
SI2,Surat,I,Ideal,8.38,8.41,5.21,62.1,53.6,15730,2.24
VS1,Dubai,I,Good,5.17,5.13,3.31,64.3,55.0,1315,0.53
SI1,Dubai,F,Premium,4.85,4.82,3.02,62.5,56.0,1016,0.43
SI1,Amsterdam,H,Premium,8.27,8.2,5.03,61.1,58.0,13844,2.07
VVS2,London,F,Premium,5.72,5.66,3.54,62.2,58.0,2975,0.7
SI2,Antwerp,I,Ideal,7.56,7.51,4.64,61.6,57.0,7978,1.59
VS1,Zurich,I,Very Good,6.89,6.85,4.16,60.6,60.0,5726,1.21
SI2,London,J,Premium,6.78,6.83,4.17,61.3,60.0,4197,1.18
SI1,Amsterdam,D,Good,6.66,6.62,3.8,57.2,54.0,5198,1.02
SI1,Tel Aviv,G,Very Good,4.8,4.76,2.87,60.0,63.0,900,0.4
SI2,London,H,Good,6.11,6.16,3.76,61.3,61.0,3348,0.9
VS2,Luxembourg,F,Ideal,4.33,4.29,2.7,62.6,55.0,802,0.31
SI2,Kimberly,D,Ideal,4.4,4.38,2.75,62.6,56.0,612,0.32
SI2,Kimberly,E,Very Good,6.31,6.4,4.02,63.3,58.0,4540,1.02
VS2,Tel Aviv,H,Premium,4.28,4.26,2.67,62.5,58.0,608,0.3
VS2,Zurich,I,Good,7.9,7.83,5.04,64.0,60.0,10640,2.0
VS2,Madrid,E,Ideal,4.8,4.82,2.97,61.7,56.0,958,0.42
SI1,Antwerp,I,Very Good,6.56,6.61,3.98,60.4,59.0,4267,1.06
VS2,Surat,E,Premium,6.46,6.43,3.92,60.8,60.0,6606,1.01
SI1,Kimberly,G,Premium,7.39,7.33,4.58,62.2,58.0,8512,1.52
VS1,New York City,H,Very Good,7.63,7.53,4.8,63.3,56.0,14359,1.75
SI1,Surat,H,Very Good,7.3,7.35,4.52,61.7,61.0,9218,1.51
VS1,Tel Aviv,G,Very Good,4.65,4.68,2.89,62.0,57.0,764,0.38
IF,London,G,Ideal,4.78,4.75,2.97,62.3,55.0,1431,0.41
VS2,Antwerp,G,Very Good,4.04,4.06,2.55,63.0,54.0,407,0.25
VVS2,New York City,F,Ideal,6.54,6.56,4.07,62.1,55.0,10874,1.05
SI2,Dubai,E,Ideal,4.69,4.72,2.89,61.5,55.0,603,0.38
VS2,Surat,E,Good,6.67,6.72,4.2,62.7,61.0,9176,1.21
VS1,London,G,Ideal,4.44,4.41,2.74,61.9,55.0,854,0.33
IF,Tel Aviv,D,Very Good,6.57,6.67,4.03,60.9,58.0,18114,1.07
SI2,Amsterdam,G,Very Good,6.31,6.36,3.95,62.4,60.0,4142,1.0
VVS1,Surat,I,Ideal,5.44,5.49,3.43,62.8,58.0,2064,0.63
SI2,Zurich,G,Premium,7.45,7.3,4.57,61.6,58.0,7287,1.54
SI1,Dubai,I,Ideal,5.78,5.81,3.55,61.3,56.0,2351,0.72
VS1,Antwerp,G,Ideal,5.2,5.25,3.12,59.7,57.0,1656,0.51
I1,Surat,D,Very Good,6.73,6.88,4.19,61.5,62.0,3816,1.18
SI2,Kimberly,E,Ideal,6.22,6.24,3.74,60.0,56.0,3478,0.86
SI1,Dubai,D,Fair,6.14,6.22,3.87,62.6,57.0,5628,1.01
VS2,London,F,Ideal,6.52,6.59,4.11,62.7,56.0,6403,1.05
SI2,Madrid,E,Premium,5.88,5.82,3.62,61.9,57.0,2829,0.75
IF,Paris,G,Ideal,4.32,4.3,2.69,62.4,55.0,1025,0.3
VS1,Amsterdam,J,Very Good,4.42,4.46,2.69,60.6,59.0,421,0.32
VS1,Zurich,G,Premium,4.79,4.72,2.97,62.5,59.0,984,0.42
VVS2,Kimberly,G,Very Good,6.4,6.34,4.02,63.1,56.0,7565,1.01
SI2,New York City,E,Premium,5.74,5.7,3.58,62.6,59.0,2376,0.72
VS1,Kimberly,F,Premium,4.77,4.74,2.98,62.7,61.0,1176,0.42
SI1,New York City,F,Premium,5.3,5.27,3.21,60.7,57.0,1415,0.55
VS1,Surat,E,Ideal,5.09,5.14,3.17,62.0,58.0,1755,0.5
SI1,New York City,D,Very Good,6.8,6.87,4.26,62.3,57.0,8079,1.23
SI1,Kimberly,E,Premium,4.28,4.3,2.68,62.5,59.0,526,0.3
VS2,Kimberly,E,Premium,4.24,4.22,2.66,62.9,58.0,844,0.3
VS1,Luxembourg,E,Ideal,4.72,4.76,2.97,62.7,55.0,1079,0.41
SI2,Kimberly,I,Good,4.26,4.3,2.71,63.3,56.0,351,0.3
VS2,Luxembourg,H,Good,6.6,6.57,3.75,56.9,63.0,5208,1.0
VS2,Madrid,F,Very Good,4.8,4.83,2.83,58.8,59.0,821,0.39
VS2,Antwerp,I,Good,4.3,4.4,2.75,63.2,55.0,435,0.31
VS2,Zurich,H,Premium,6.45,6.42,4.02,62.5,56.0,5312,1.02
SI1,New York City,E,Premium,5.73,5.69,3.49,61.1,57.0,2629,0.71
SI1,Surat,D,Very Good,6.17,6.21,3.78,61.1,63.0,4068,0.9
SI2,Surat,I,Ideal,6.44,6.46,3.99,61.8,57.0,4118,1.02
VVS2,Dubai,G,Good,4.7,4.65,2.87,61.4,64.0,1050,0.4
SI1,Zurich,J,Very Good,4.28,4.32,2.66,61.9,59.0,363,0.31
VS1,Zurich,F,Good,5.01,5.07,3.1,61.5,61.0,1613,0.5
SI1,Kimberly,J,Premium,6.9,6.86,4.25,61.8,58.0,4687,1.24
VS1,Antwerp,E,Very Good,6.94,7.0,4.14,59.4,56.0,9904,1.2
SI2,Zurich,G,Very Good,7.55,7.62,4.72,62.2,58.0,9791,1.65
SI2,Antwerp,H,Very Good,6.88,6.94,4.16,60.2,58.0,5408,1.2
VS2,New York City,F,Premium,6.93,6.87,4.22,61.2,58.0,9333,1.23
SI2,Antwerp,J,Ideal,8.03,8.07,5.06,62.9,54.0,12565,2.01
VVS2,Tel Aviv,F,Very Good,3.97,4.01,2.44,61.2,55.0,505,0.23
VS1,Tel Aviv,D,Very Good,3.96,3.99,2.43,61.1,60.0,367,0.24
SI2,Zurich,H,Good,5.99,5.93,3.81,63.9,56.0,2337,0.83
SI2,Zurich,G,Good,5.6,5.54,3.55,63.6,58.0,1816,0.71
SI1,Las Vegas,H,Good,4.31,4.29,2.75,64.0,54.0,521,0.31
SI1,Surat,D,Ideal,6.55,6.51,4.03,61.7,57.0,5952,1.04
SI2,Kimberly,G,Good,4.92,4.94,2.9,58.8,61.0,661,0.43
SI1,Zurich,G,Very Good,5.66,5.69,3.54,62.4,57.0,2206,0.71
SI2,Paris,H,Fair,7.12,7.09,4.62,65.0,57.0,7388,1.52
VS1,Kimberly,J,Very Good,6.98,7.04,4.16,59.3,57.0,5604,1.21
